episode,reward,epsilon,success
70,-1.7800000000000005,0.9132116191896593,0
71,-1.1,0.9120108393559108,0
72,-1.15,0.9108116384247723,0
73,-1.4800000000000002,0.9096140143201487,0
74,-1.23,0.9084179649686742,0
75,-1.08,0.9072234882997098,0
76,-1.2,0.9060305822453387,0
77,-1.07,0.9048392447403636,0
78,-1.27,0.9036494737223025,0
79,-1.08,0.9024612671313854,0
80,-1.07,0.9012746229105507,0
81,-1.18,0.9000895390054415,0
82,-1.28,0.8989060133644025,0
83,-1.08,0.8977240439384756,0
84,-1.19,0.8965436286813975,0
85,-1.13,0.895364765549595,0
86,-1.07,0.8941874525021822,0
87,-1.1199999999999999,0.8930116875009568,0
88,-1.6400000000000003,0.8918374685103965,0
89,-1.26,0.8906647934976553,0
90,-1.28,0.8894936604325604,0
91,-1.09,0.8883240672876085,0
92,-1.21,0.8871560120379622,0
93,-1.4900000000000002,0.8859894926614466,0
94,-1.16,0.8848245071385455,0
95,-1.31,0.8836610534523985,0
96,-1.1,0.8824991295887971,0
97,-1.27,0.8813387335361809,0
98,-1.13,0.880179863285635,0
99,-1.8700000000000006,0.8790225168308858,0
100,9.59,0.8778666921682977,1
101,-1.16,0.8767123872968697,0
102,-1.35,0.8755596002182321,0
103,-1.26,0.8744083289366424,0
104,-1.1199999999999999,0.8732585714589829,0
105,-1.24,0.8721103257947561,0
106,-1.06,0.8709635899560821,0
107,-1.13,0.8698183619576949,0
108,-1.1199999999999999,0.8686746398169387,0
109,-1.1199999999999999,0.8675324215537649,0
110,-1.6000000000000003,0.8663917051907283,0
111,-1.17,0.8652524887529839,0
112,-1.07,0.8641147702682834,0
113,-1.1199999999999999,0.8629785477669719,0
114,-1.14,0.8618438192819843,0
115,-1.2,0.8607105828488419,0
116,-1.1099999999999999,0.8595788365056494,0
117,-1.35,0.8584485782930907,0
118,-1.09,0.8573198062544266,0
119,-1.19,0.8561925184354904,0
120,-1.23,0.8550667128846849,0
121,-1.06,0.8539423876529794,0
122,-1.06,0.8528195407939055,0
123,-1.24,0.8516981703635548,0
124,-1.06,0.8505782744205743,0
125,-1.9300000000000006,0.8494598510261642,0
126,-1.28,0.8483428982440736,0
127,-1.19,0.847227414140598,0
128,-1.13,0.8461133967845752,0
129,-1.19,0.8450008442473824,0
130,-1.33,0.8438897546029327,0
131,-1.08,0.8427801259276718,0
132,-1.15,0.8416719563005749,0
133,-1.14,0.8405652438031428,0
134,-1.15,0.8394599865193991,0
135,-1.27,0.8383561825358867,0
136,-1.08,0.8372538299416646,0
137,-1.35,0.8361529268283043,0
138,-1.07,0.8350534712898868,0
139,-1.13,0.8339554614229993,0
140,-1.6800000000000004,0.8328588953267314,0
141,-1.5800000000000003,0.8317637711026727,0
142,-1.15,0.8306700868549088,0
143,-1.22,0.8295778406900182,0
144,-1.18,0.8284870307170689,0
145,-1.5200000000000002,0.8273976550476155,0
146,-1.25,0.8263097117956959,0
147,-1.18,0.8252231990778274,0
148,-1.8800000000000006,0.8241381150130042,0
149,-1.1099999999999999,0.8230544577226936,0
150,-1.15,0.8219722253308333,0
151,-1.08,0.8208914159638275,0
152,-1.09,0.8198120277505443,0
153,-1.21,0.8187340588223118,0
154,-1.1099999999999999,0.8176575073129154,0
155,-1.09,0.8165823713585945,0
156,-1.28,0.8155086490980389,0
157,-1.34,0.814436338672386,0
158,-1.19,0.8133654382252173,0
159,-1.29,0.8122959459025555,0
160,-1.13,0.8112278598528608,0
161,-1.4200000000000002,0.8101611782270284,0
162,-1.09,0.8090958991783844,0
163,-1.7200000000000004,0.8080320208626834,0
164,-1.2,0.806969541438105,0
165,-1.15,0.8059084590652503,0
166,-1.23,0.8048487719071394,0
167,-1.3900000000000001,0.8037904781292077,0
168,-1.08,0.8027335758993027,0
169,-1.16,0.8016780633876813,0
170,-1.3900000000000001,0.8006239387670061,0
171,-1.3,0.7995712002123425,0
172,-1.13,0.7985198459011555,0
173,9.54,0.7974698740133066,1
174,-1.2,0.7964212827310506,0
175,-1.19,0.7953740702390324,0
176,-1.36,0.7943282347242839,0
177,-1.4700000000000002,0.7932837743762209,0
178,-1.4700000000000002,0.7922406873866399,0
179,-1.06,0.7911989719497151,0
180,-1.17,0.7901586262619951,0
181,-1.3800000000000001,0.7891196485223997,0
182,-1.34,0.7880820369322172,0
183,-1.14,0.7870457896951011,0
184,-1.18,0.7860109050170664,0
185,-1.26,0.7849773811064875,0
186,-1.17,0.7839452161740945,0
187,-1.14,0.78291440843297,0
188,-1.28,0.7818849560985465,0
189,-1.1099999999999999,0.7808568573886028,0
190,-1.05,0.7798301105232611,0
191,-1.5300000000000002,0.7788047137249843,0
192,-1.3,0.7777806652185723,0
193,-1.09,0.7767579632311592,0
194,-1.17,0.7757366059922103,0
195,-1.07,0.774716591733519,0
196,-1.15,0.7736979186892038,0
197,-1.1199999999999999,0.7726805850957048,0
198,-1.14,0.7716645891917814,0
199,-1.1099999999999999,0.7706499292185086,0
200,-1.19,0.7696366034192744,0
201,-1.21,0.7686246100397764,0
202,-1.27,0.767613947328019,0
203,-1.23,0.7666046135343103,0
204,-1.1099999999999999,0.765596606911259,0
205,-1.04,0.7645899257137715,0
206,-1.15,0.7635845681990487,0
207,-1.3800000000000001,0.7625805326265834,0
208,-1.1199999999999999,0.7615778172581568,0
209,-1.3800000000000001,0.7605764203578356,0
210,-1.06,0.7595763401919692,0
211,-1.09,0.7585775750291864,0
212,-1.05,0.7575801231403929,0
213,-1.18,0.7565839827987677,0
214,-1.1,0.7555891522797604,0
215,-1.13,0.7545956298610884,0
216,-1.2,0.7536034138227335,0
217,9.68,0.7526125024469394,1
218,-1.1199999999999999,0.7516228940182083,0
219,-1.1099999999999999,0.750634586823298,0
220,-1.14,0.7496475791512193,0
221,-1.35,0.7486618692932326,0
222,-1.06,0.7476774555428453,0
223,-1.19,0.7466943361958083,0
224,-1.14,0.7457125095501138,0
225,-1.13,0.7447319739059919,0
226,-1.3800000000000001,0.7437527275659074,0
227,-1.15,0.7427747688345576,0
228,-1.05,0.7417980960188687,0
229,-1.23,0.7408227074279932,0
230,-1.21,0.7398486013733069,0
231,-1.21,0.7388757761684059,0
232,-1.1199999999999999,0.7379042301291039,0
233,-1.3,0.7369339615734288,0
234,-1.4400000000000002,0.7359649688216207,0
235,-1.26,0.7349972501961277,0
236,-1.08,0.7340308040216044,0
237,-1.08,0.7330656286249077,0
238,-1.05,0.7321017223350949,0
239,-1.08,0.7311390834834203,0
240,-1.08,0.7301777104033325,0
241,-1.25,0.7292176014304713,0
242,9.6,0.7282587549026652,1
243,-1.21,0.727301169159928,0
244,-1.15,0.7263448425444564,0
245,-1.07,0.7253897734006268,0
246,-1.04,0.7244359600749928,0
247,-1.2,0.7234834009162818,0
248,-1.05,0.7225320942753929,0
249,-1.1,0.721582038505393,0
250,-1.1,0.7206332319615152,0
251,-1.5000000000000002,0.7196856730011547,0
252,-1.13,0.7187393599838671,0
253,-1.09,0.7177942912713645,0
254,-1.13,0.7168504652275136,0
255,-1.1199999999999999,0.7159078802183322,0
256,-1.5500000000000003,0.7149665346119867,0
257,-1.19,0.7140264267787891,0
258,9.75,0.7130875550911946,1
259,9.74,0.7121499179237981,1
260,-1.05,0.7112135136533319,0
261,-1.17,0.7102783406586626,0
262,9.69,0.7093443973207886,1
263,-1.3800000000000001,0.708411682022837,0
264,-1.17,0.7074801931500609,0
265,-1.16,0.7065499290898369,0
266,-1.16,0.7056208882316617,0
267,-1.1099999999999999,0.7046930689671498,0
268,-1.4200000000000002,0.7037664696900304,0
269,-1.17,0.702841088796145,0
270,9.64,0.7019169246834445,1
271,-1.35,0.7009939757519859,0
272,-1.29,0.7000722404039302,0
273,-1.3,0.6991517170435396,0
274,-1.1099999999999999,0.6982324040771742,0
275,-1.17,0.6973142999132899,0
276,-1.22,0.6963974029624348,0
277,-1.19,0.6954817116372476,0
278,-1.08,0.6945672243524538,0
279,-1.17,0.6936539395248634,0
280,-1.34,0.6927418555733684,0
281,-1.13,0.6918309709189395,0
282,-1.14,0.6909212839846238,0
283,-1.06,0.6900127931955419,0
284,9.78,0.6891054969788851,1
285,-1.17,0.6881993937639131,0
286,-1.37,0.6872944819819508,0
287,-1.31,0.6863907600663854,0
288,-1.1099999999999999,0.6854882264526646,0
289,-1.34,0.684586879578293,0
290,-1.37,0.6836867178828298,0
291,-1.1199999999999999,0.682787739807886,0
292,-1.31,0.6818899437971218,0
293,-1.14,0.6809933282962436,0
294,-1.08,0.6800978917530018,0
295,-1.5100000000000002,0.6792036326171877,0
296,-1.07,0.6783105493406311,0
297,-1.05,0.6774186403771972,0
298,-1.09,0.6765279041827847,0
299,-1.04,0.6756383392153222,0
300,-1.29,0.6747499439347661,0
301,-1.1199999999999999,0.6738627168030977,0
302,-1.04,0.6729766562843209,0
303,-1.19,0.6720917608444591,0
304,-1.14,0.6712080289515527,0
305,9.52,0.6703254590756565,1
306,-1.1099999999999999,0.6694440496888372,0
307,-1.3800000000000001,0.6685637992651702,0
308,-1.36,0.6676847062807376,0
309,-1.09,0.6668067692136254,0
310,-1.4100000000000001,0.6659299865439203,0
311,-1.2,0.6650543567537082,0
312,-1.1199999999999999,0.6641798783270703,0
313,-1.14,0.6633065497500813,0
314,-1.08,0.6624343695108066,0
315,-1.1199999999999999,0.6615633360992996,0
316,-1.13,0.6606934480075993,0
317,-1.19,0.6598247037297272,0
318,-1.19,0.6589571017616852,0
319,9.45,0.6580906406014527,1
320,9.74,0.6572253187489843,1
321,-1.22,0.6563611347062067,0
322,-1.1099999999999999,0.6554980869770167,0
323,-1.16,0.6546361740672783,0
324,-1.22,0.6537753944848198,0
325,-1.23,0.652915746739432,0
326,-1.23,0.6520572293428648,0
327,9.37,0.6511998408088253,1
328,-1.05,0.6503435796529747,0
329,9.76,0.6494884443929262,1
330,-1.07,0.6486344335482418,0
331,-1.21,0.6477815456404304,0
332,-1.15,0.6469297791929451,0
333,-1.09,0.6460791327311802,0
334,-1.07,0.645229604782469,0
335,-1.17,0.6443811938760815,0
336,-1.15,0.6435338985432212,0
337,-1.22,0.642687717317023,0
338,9.59,0.6418426487325508,1
339,-1.34,0.6409986913267945,0
340,-1.06,0.6401558436386678,0
341,-1.16,0.6393141042090056,0
342,-1.17,0.6384734715805613,0
343,-1.1099999999999999,0.6376339442980048,0
344,-1.33,0.6367955209079191,0
345,-1.33,0.6359581999587988,0
346,-1.35,0.6351219800010466,0
347,-1.31,0.6342868595869716,0
348,-1.1199999999999999,0.6334528372707865,0
349,-1.2,0.6326199116086048,0
350,9.78,0.6317880811584387,1
351,-1.4200000000000002,0.6309573444801965,0
352,-1.4000000000000001,0.6301277001356801,0
353,9.68,0.6292991466885823,1
354,9.61,0.6284716827044848,1
355,-1.04,0.6276453067508552,0
356,-1.36,0.6268200173970446,0
357,-1.1,0.6259958132142855,0
358,-1.28,0.6251726927756891,0
359,9.81,0.6243506546562426,1
360,-1.08,0.6235296974328072,0
361,-1.3,0.6227098196841151,0
362,-1.3900000000000001,0.6218910199907676,0
363,-1.1199999999999999,0.6210732969352322,0
364,-1.34,0.6202566491018402,0
365,9.61,0.6194410750767847,1
366,9.65,0.6186265734481176,1
367,-1.4600000000000002,0.6178131428057473,0
368,-1.1199999999999999,0.6170007817414365,0
369,-1.34,0.6161894888487993,0
370,-1.1,0.6153792627232995,0
371,9.67,0.6145701019622473,1
372,-1.1,0.6137620051647975,0
373,-1.4200000000000002,0.612954970931947,0
374,-1.27,0.6121489978665318,0
375,9.629999999999999,0.6113440845732254,1
376,-1.1,0.610540229658536,0
377,-1.14,0.6097374317308041,0
378,9.709999999999999,0.6089356894001998,1
379,-1.22,0.6081350012787211,0
380,-1.27,0.6073353659801907,0
381,-1.18,0.6065367821202542,0
382,-1.25,0.6057392483163775,0
383,9.83,0.6049427631878442,1
384,-1.1099999999999999,0.6041473253557537,0
385,9.69,0.6033529334430182,1
386,-1.17,0.6025595860743609,0
387,-1.06,0.6017672818763131,0
388,-1.14,0.6009760194772122,0
389,-1.1199999999999999,0.6001857975071994,0
390,-1.09,0.5993966145982166,0
391,-1.5900000000000003,0.598608469384005,0
392,-1.37,0.5978213605001023,0
393,-1.16,0.59703528658384,0
394,9.8,0.5962502462743416,1
395,9.76,0.5954662382125201,1
396,9.82,0.5946832610410753,1
397,-1.09,0.5939013134044918,0
398,-1.07,0.5931203939490367,0
399,9.58,0.592340501322757,1
400,-1.1199999999999999,0.5915616341754774,0
401,-1.2,0.5907837911587979,0
402,9.629999999999999,0.5900069709260916,1
403,-1.31,0.5892311721325022,0
404,-1.13,0.5884563934349418,0
405,-1.19,0.5876826334920886,0
406,-1.26,0.5869098909643843,0
407,-1.2,0.5861381645140321,0
408,-1.14,0.5853674528049944,0
409,-1.21,0.5845977545029899,0
410,-1.3,0.5838290682754923,0
411,9.66,0.5830613927917271,1
412,-1.23,0.5822947267226697,0
413,9.67,0.581529068741043,1
414,-1.08,0.5807644175213154,0
415,9.8,0.5800007717396978,1
416,-1.18,0.579238130074142,0
417,9.81,0.5784764912043383,1
418,-1.3800000000000001,0.5777158538117128,0
419,-1.1099999999999999,0.5769562165794253,0
420,-1.13,0.5761975781923676,0
421,-1.1,0.5754399373371603,0
422,-1.08,0.574683292702151,0
423,-1.09,0.5739276429774122,0
424,9.68,0.5731729868547386,1
425,-1.1199999999999999,0.5724193230276452,0
426,-1.06,0.5716666501913649,0
427,-1.1,0.5709149670428462,0
428,-1.13,0.5701642722807508,0
429,9.76,0.5694145646054519,1
430,-1.1199999999999999,0.5686658427190313,0
431,9.76,0.5679181053252774,1
432,9.75,0.5671713511296832,1
433,-1.4300000000000002,0.5664255788394437,0
434,-1.17,0.5656807871634537,0
435,-1.1199999999999999,0.564936974812306,0
436,-1.09,0.5641941404982885,0
437,-1.19,0.5634522829353825,0
438,9.86,0.5627114008392603,1
439,-1.26,0.5619714929272829,0
440,9.78,0.5612325579184977,1
441,-1.34,0.5604945945336366,0
442,-1.16,0.5597576014951137,0
443,-1.09,0.5590215775270226,0
444,9.74,0.5582865213551351,1
445,9.7,0.5575524317068982,1
446,-1.1099999999999999,0.556819307311432,0
447,-1.6200000000000003,0.5560871468995281,0
448,-1.13,0.5553559492036465,0
449,-1.16,0.5546257129579144,0
450,9.83,0.5538964368981231,1
451,9.6,0.5531681197617263,1
452,-1.33,0.552440760287838,0
453,9.459999999999999,0.5517143572172298,1
454,-1.1,0.5509889092923295,0
455,9.74,0.550264415257218,1
456,9.709999999999999,0.5495408738576281,1
457,-1.14,0.5488182838409413,0
458,9.53,0.5480966439561866,1
459,9.69,0.5473759529540377,1
460,-1.1,0.546656209586811,0
461,-1.25,0.5459374126084636,0
462,-1.1,0.545219560774591,0
463,-1.22,0.5445026528424248,0
464,-1.29,0.543786687570831,0
465,-1.24,0.5430716637203074,0
466,-1.1099999999999999,0.5423575800529814,0
467,-1.21,0.5416444353326085,0
468,9.7,0.5409322283245696,1
469,-1.19,0.5402209577958687,0
470,9.72,0.5395106225151314,1
471,9.709999999999999,0.5388012212526023,1
472,-1.08,0.5380927527801432,0
473,9.82,0.5373852158712304,1
474,-1.14,0.5366786093009533,0
475,-1.08,0.5359729318460118,0
476,9.78,0.5352681822847142,1
477,9.75,0.5345643593969753,1
478,9.79,0.5338614619643143,1
479,-1.06,0.5331594887698524,0
480,-1.19,0.532458438598311,0
481,9.7,0.5317583102360094,1
482,-1.19,0.5310591024708626,0
483,9.84,0.5303608140923798,1
484,-1.19,0.5296634438916614,0
485,-1.24,0.5289669906613977,0
486,9.709999999999999,0.5282714531958664,1
487,-1.29,0.5275768302909306,0
488,-1.28,0.5268831207440366,0
489,-1.05,0.5261903233542122,0
490,-1.1,0.5254984369220641,0
491,-1.04,0.5248074602497761,0
492,-1.23,0.5241173921411071,0
493,9.74,0.5234282314013889,1
494,-1.23,0.5227399768375244,0
495,9.75,0.5220526272579847,1
496,9.8,0.5213661814728083,1
497,-1.06,0.520680638293598,0
498,-1.31,0.5199959965335194,0
499,-1.07,0.5193122550072984,0
500,-1.05,0.5186294125312197,0
501,-1.13,0.5179474679231245,0
502,9.78,0.5172664200024081,1
503,9.81,0.5165862675900184,1
504,9.72,0.5159070095084535,1
505,9.72,0.51522864458176,1
506,-1.18,0.5145511716355305,0
507,9.459999999999999,0.5138745894969021,1
508,-1.18,0.5131988969945539,0
509,-1.23,0.5125240929587053,0
510,-1.4100000000000001,0.5118501762211136,0
511,9.79,0.5111771456150725,1
512,9.56,0.5105049999754098,1
513,-1.24,0.509833738138485,0
514,-1.17,0.5091633589421881,0
515,-1.06,0.508493861225937,0
516,9.69,0.5078252438306756,1
517,9.77,0.5071575055988718,1
518,-1.1099999999999999,0.5064906453745158,0
519,-1.19,0.5058246620031176,0
520,-1.23,0.5051595543317051,0
521,9.76,0.5044953212088227,1
522,-1.1,0.5038319614845284,0
523,-1.21,0.5031694740103924,0
524,9.65,0.502507857639495,1
525,9.68,0.5018471112264247,1
526,-1.15,0.5011872336272759,0
527,9.8,0.5005282236996472,1
528,-1.16,0.49987008030263935,0
529,9.82,0.4992128022968532,1
530,9.72,0.49855638854438794,1
531,-1.24,0.4979008379088388,0
532,-1.06,0.4972461492552954,0
533,-1.22,0.49659232145033966,0
534,-1.2,0.4959393533620437,0
535,-1.36,0.4952872438599681,0
536,9.83,0.49463599181515977,1
537,9.83,0.49398559610015025,1
538,-1.14,0.49333605558895344,0
539,9.75,0.49268736915706385,1
540,9.709999999999999,0.49203953568145453,1
541,-1.23,0.4913925540405753,0
542,-1.1099999999999999,0.4907464231143507,0
543,9.74,0.4901011417841779,1
544,9.78,0.4894567089329251,1
545,9.8,0.48881312344492933,1
546,9.83,0.4881703842059946,1
547,9.82,0.48752849010339,1
548,9.77,0.4868874400258477,1
549,-1.14,0.4862472328635612,0
550,-1.2,0.4856078675081831,0
551,9.79,0.48496934285282345,1
552,-1.19,0.48433165779204784,0
553,-1.08,0.48369481122187524,0
554,9.79,0.4830588020397763,1
555,-1.24,0.4824236291446714,0
556,-1.22,0.4817892914369288,0
557,9.76,0.48115578781836243,1
558,-1.31,0.4805231171922305,0
559,-1.13,0.47989127846323315,0
560,9.79,0.47926027053751075,1
561,-1.08,0.47863009232264203,0
562,-1.07,0.4780007427276421,0
563,-1.16,0.47737222066296064,0
564,9.77,0.47674452504048,1
565,9.73,0.47611765477351314,1
566,-1.2,0.4754916087768021,0
567,9.78,0.4748663859665158,1
568,9.8,0.47424198526024836,1
569,9.84,0.4736184055770171,1
570,-1.19,0.4729956458372608,0
571,9.79,0.47237370496283754,1
572,-1.13,0.47175258187702335,0
573,-1.09,0.4711322755045098,0
574,9.629999999999999,0.4705127847714025,1
575,-1.15,0.46989410860521913,0
576,9.8,0.4692762459348875,1
577,-1.07,0.46865919569074377,0
578,-1.1,0.46804295680453073,0
579,9.73,0.46742752820939565,1
580,-1.04,0.4668129088398887,0
581,9.78,0.46619909763196093,1
582,9.78,0.46558609352296265,1
583,9.75,0.4649738954516413,1
584,9.82,0.46436250235813986,1
585,9.76,0.46375191318399483,1
586,-1.13,0.4631421268721345,0
587,9.81,0.46253314236687715,1
588,9.78,0.4619249586139291,1
589,9.8,0.4613175745603831,1
590,9.84,0.46071098915471614,1
591,9.81,0.46010520134678806,1
592,-1.1199999999999999,0.4595002100878395,0
593,9.78,0.45889601433048993,1
594,9.79,0.45829261302873625,1
595,9.74,0.4576900051379506,1
596,-1.16,0.45708818961487874,0
597,-1.33,0.45648716541763823,0
598,-1.17,0.4558869315057165,0
599,-1.21,0.45528748683996934,0
600,9.79,0.4546888303826187,1
601,9.76,0.4540909610972513,1
602,9.709999999999999,0.4534938779488164,1
603,9.76,0.45289757990362445,1
604,-1.1,0.452302065929345,0
605,-1.1199999999999999,0.45170733499500504,0
606,9.8,0.45111338607098717,1
607,-1.2,0.4505202181290278,0
608,9.87,0.44992783014221555,1
609,-1.07,0.4493362210849891,0
610,-1.22,0.4487453899331358,0
611,9.79,0.4481553356637897,1
612,-1.09,0.44756605725542975,0
613,-1.1199999999999999,0.44697755368787817,0
614,9.78,0.4463898239422986,1
615,-1.04,0.44580286700119426,0
616,-1.15,0.4452166818484064,0
617,9.75,0.44463126746911236,1
618,9.72,0.4440466228498239,1
619,9.79,0.4434627469783853,1
620,9.84,0.4428796388439718,1
621,9.78,0.44229729743708784,1
622,9.58,0.44171572174956514,1
623,-1.15,0.4411349107745611,0
624,9.709999999999999,0.440554863506557,1
625,-1.13,0.43997557894135625,0
626,-1.32,0.43939705607608276,0
627,-1.2,0.43881929390917906,0
628,9.77,0.43824229144040466,1
629,-1.05,0.4376660476708342,0
630,9.79,0.4370905616028559,1
631,-1.07,0.43651583224016965,0
632,-1.16,0.43594185858778545,0
633,-1.1099999999999999,0.4353686396520216,0
634,9.87,0.43479617444050295,1
635,-1.18,0.43422446196215925,0
636,9.73,0.4336535012272234,1
637,9.74,0.4330832912472298,1
638,-1.06,0.4325138310350124,0
639,9.85,0.4319451196047034,1
640,-1.1199999999999999,0.43137715597173115,0
641,-1.17,0.4308099391528187,0
642,-1.26,0.4302434681659819,0
643,9.72,0.42967774203052805,1
644,9.84,0.42911275976705365,1
645,9.69,0.42854852039744323,1
646,-1.1199999999999999,0.4279850229448674,0
647,-1.07,0.4274222664337811,0
648,-1.08,0.42686024988992216,0
649,9.6,0.4262989723403094,1
650,-1.04,0.4257384328132409,0
651,-1.26,0.4251786303382927,0
652,9.8,0.4246195639463165,1
653,9.77,0.4240612326694387,1
654,-1.31,0.423503635541058,0
655,9.75,0.4229467715958444,1
656,9.85,0.4223906398697369,1
657,-1.35,0.4218352393999424,0
658,9.73,0.4212805692249336,1
659,-1.24,0.4207266283844477,0
660,-1.13,0.42017341591948437,0
661,9.77,0.41962093087230434,1
662,-1.06,0.41906917228642765,0
663,-1.19,0.418518139206632,0
664,-1.15,0.41796783067895116,0
665,-1.13,0.4174182457506732,0
666,9.77,0.416869383470339,1
667,9.87,0.4163212428877405,1
668,-1.14,0.4157738230539189,0
669,9.77,0.41522712302116344,1
670,-1.14,0.41468114184300925,0
671,-1.27,0.41413587857423617,0
672,-1.17,0.4135913322708668,0
673,9.77,0.413047501990165,1
674,9.76,0.4125043867906342,1
675,-1.22,0.4119619857320159,0
676,9.66,0.41142029787528783,1
677,9.85,0.4108793222826625,1
678,-1.06,0.41033905801758547,0
679,9.73,0.4097995041447338,1
680,-1.14,0.40926065973001446,0
681,9.78,0.40872252384056257,1
682,-1.21,0.4081850955447399,0
683,-1.22,0.40764837391213327,0
684,9.83,0.4071123580135528,1
685,-1.15,0.40657704692103047,0
686,9.77,0.40604243970781845,1
687,9.79,0.4055085354483875,1
688,9.72,0.40497533321842527,1
689,-1.19,0.4044428320948349,0
690,-1.18,0.4039110311557332,0
691,9.81,0.40337992948044926,1
692,9.72,0.4028495261495227,1
693,9.87,0.40231982024470214,1
694,9.72,0.40179081084894364,1
695,-1.13,0.401262497046409,0
696,9.74,0.4007348779224643,1
697,9.85,0.4002079525636784,1
698,-1.07,0.39968172005782104,0
699,9.79,0.39915617949386145,1
700,-1.09,0.39863132996196693,0
701,9.78,0.398107170553501,1
702,9.82,0.3975837003610219,1
703,9.79,0.39706091847828123,1
704,9.81,0.39653882400022206,1
705,9.7,0.3960174160229776,1
706,-1.13,0.39549669364386947,0
707,-1.04,0.39497665596140635,0
708,9.75,0.3944573020752822,1
709,-1.1,0.3939386310863747,0
710,9.65,0.39342064209674404,1
711,9.8,0.3929033342096309,1
712,9.75,0.3923867065294552,1
713,9.83,0.3918707581618143,1
714,9.68,0.3913554882134819,1
715,9.83,0.39084089579240583,1
716,9.82,0.3903269800077072,1
717,9.76,0.38981373996967844,1
718,-1.18,0.38930117478978177,0
719,9.79,0.3887892835806478,1
720,9.83,0.38827806545607396,1
721,9.85,0.3877675195310229,1
722,9.77,0.38725764492162107,1
723,-1.1099999999999999,0.3867484407451571,0
724,9.77,0.3862399061200802,1
725,9.79,0.3857320401659988,1
726,9.81,0.38522484200367907,1
727,-1.1099999999999999,0.38471831075504315,0
728,9.84,0.38421244554316775,1
729,9.8,0.3837072454922827,1
730,-1.08,0.3832027097277693,0
731,-1.15,0.38269883737615906,0
732,9.74,0.3821956275651318,1
733,9.73,0.3816930794235145,1
734,9.81,0.38119119208127955,1
735,9.8,0.38068996466954347,1
736,9.79,0.3801893963205651,1
737,9.84,0.37968948616774434,1
738,9.68,0.37919023334562063,1
739,-1.25,0.3786916369898714,0
740,9.83,0.3781936962373105,1
741,-1.17,0.3776964102258868,0
742,9.8,0.37719977809468275,1
743,9.85,0.37670379898391276,1
744,9.83,0.37620847203492175,1
745,9.81,0.3757137963901837,1
746,9.85,0.37521977119330024,1
747,-1.25,0.37472639558899895,0
748,9.79,0.3742336687231321,1
749,9.73,0.3737415897426749,1
750,9.75,0.37325015779572446,1
751,-1.07,0.3727593720314979,0
752,9.84,0.37226923160033104,1
753,9.75,0.37177973565367695,1
754,-1.1199999999999999,0.3712908833441044,0
755,9.8,0.37080267382529664,1
756,9.78,0.37031510625204944,1
757,9.74,0.3698281797802701,1
